element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,1,"=""789.1075""","=""""","=""789.10751""","=""""","=""10""","=""9.5e+05""",C,"=""106237.5518""","=""118906.6110""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,2,"=""789.467""","=""0.002""","=""789.4675""","=""0.0019""","=""0.5""","=""""",,"=""202149.1571""","=""214812.44""","=""3s2.3p4.(3P).6p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).8d""","=""4D""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""790.4770""","=""0.0008""","=""790.47847""","=""0.00006""","=""2""","=""""",,"=""183986.0137""","=""196633.1005""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""791.5813""","=""0.0008""","=""791.58127""","=""0.00004""","=""1""","=""""",,"=""183675.6614""","=""196305.1289""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""791.64418""","=""""","=""""","=""1.2e+05""",D+,"=""107131.7086""","=""119760.1725""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,2,"=""792.735""","=""0.002""","=""792.7352""","=""0.0008""","=""2h,p""","=""""",,"=""191974.5800""","=""204585.664""","=""3s2.3p4.(1S).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""794.047""","=""0.004""","=""794.04851""","=""0.00009""","=""1bl,i""","=""""",,"=""160239.4280""","=""172829.6539""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""794.351""","=""0.002""","=""794.35273""","=""0.00003""","=""0.5""","=""""",,"=""188766.2129""","=""201351.6169""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""794.8176""","=""""","=""794.81759""","=""""","=""20000""","=""1.86e+07""",B,"=""94553.6652""","=""107131.7086""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,1,"=""""","=""""","=""796.50647""","=""""","=""""","=""3.4e+04""",E,"=""107131.7086""","=""119683.0821""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T1203""","=""""",
Ar,2,"=""798.361""","=""0.002""","=""798.36117""","=""0.00005""","=""1h""","=""""",,"=""192556.9179""","=""205079.1331""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""799.290""","=""0.002""","=""799.28885""","=""0.00004""","=""1""","=""""",,"=""183797.4473""","=""196305.1289""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""800.6157""","=""""","=""800.61562""","=""""","=""20000""","=""4.9e+06""",C+,"=""93750.5978""","=""106237.5518""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,1,"=""801.4786""","=""""","=""801.47854""","=""""","=""25000""","=""9.3e+06""",B,"=""93143.7600""","=""105617.2700""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,1,"=""""","=""""","=""801.67376""","=""""","=""""","=""4.2e+03""",E,"=""107289.7001""","=""119760.1725""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T1203""","=""""",
Ar,2,"=""801.75280""","=""0.00010""","=""801.752791""","=""0.000020""","=""19""","=""9.e+05""",C,"=""148620.1414""","=""161089.3846""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,2,"=""803.4625""","=""0.0008""","=""803.46193""","=""0.00014""","=""1""","=""""",,"=""191974.5800""","=""204417.2985""","=""3s2.3p4.(1S).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""""","=""""","=""803.652""","=""0.005""","=""""","=""2.9e-05""",D,"=""1570.23""","=""14010.00""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p4""","=""1D""","=""2""",E2,"=""T761""","=""""",
Ar,2,"=""803.6857""","=""0.0003""","=""803.68558""","=""0.00005""","=""8""","=""""",,"=""192556.9179""","=""204996.1739""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""803.72188""","=""""","=""""","=""3.59e+05""",C,"=""108722.6194""","=""121161.3135""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""0""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,2,"=""804.376""","=""0.002""","=""804.37466""","=""0.00003""","=""0.5h""","=""""",,"=""148620.1414""","=""161048.7411""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""804.4308""","=""0.0008""","=""804.43021""","=""0.00003""","=""2""","=""""",,"=""183675.6614""","=""196103.4029""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""804.6118""","=""""","=""""","=""1.12e+06""",C,"=""106087.2598""","=""118512.197""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,1,"=""805.3308""","=""""","=""805.33084""","=""""","=""7""","=""8.6e+05""",C,"=""106237.5518""","=""118651.3950""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,2,"=""806.606""","=""0.002""","=""806.60658""","=""0.00005""","=""0h?""","=""""",,"=""192556.9179""","=""204951.1273""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""806.66043""","=""""","=""""","=""1.4e+05""",D+,"=""107289.7001""","=""119683.0821""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""808.375""","=""0.002""","=""808.37634""","=""0.00014""","=""1h""","=""""",,"=""192712.058""","=""205079.1331""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""808.613""","=""0.002""","=""808.61139""","=""0.00003""","=""0?""","=""""",,"=""147875.9477""","=""160239.4280""","=""3s2.3p4.(3P).3d""","=""4P""","=""5/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""810.3693""","=""""","=""810.36921""","=""""","=""20000""","=""2.50e+07""",B+,"=""93750.5978""","=""106087.2598""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""810.36931""","=""0.00002""","=""810.36861""","=""0.00004""","=""12023r,bl""","=""""",,"=""143371.4364""","=""155708.1075""","=""3s2.3p4.(3P).3d""","=""4F""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""811.065""","=""0.002""","=""811.06588""","=""0.00003""","=""1""","=""""",,"=""142717.0965""","=""155043.1619""","=""3s2.3p4.(3P).3d""","=""4F""","=""7/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""811.5311""","=""""","=""811.53109""","=""""","=""35000""","=""3.3e+07""",B,"=""93143.7600""","=""105462.7596""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""",,"=""T5223""","=""L2634""",
Ar,2,"=""815.0647""","=""0.0008""","=""815.06496""","=""0.00013""","=""1""","=""""",,"=""192712.058""","=""204977.6464""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""815.18675""","=""""","=""""","=""3.3e+04""",E,"=""107496.4166""","=""119760.1725""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T1203""","=""""",
Ar,2,"=""816.5405""","=""0.0008""","=""816.53939""","=""0.00003""","=""3""","=""""",,"=""143107.6801""","=""155351.1206""","=""3s2.3p4.(3P).3d""","=""4F""","=""5/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""818.279""","=""0.0008""","=""818.28048""","=""0.00013""","=""0""","=""""",,"=""192712.058""","=""204929.4477""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).6p""","=""2S*""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""819.0258""","=""0.0008""","=""819.02568""","=""0.00003""","=""1""","=""""",,"=""148842.4674""","=""161048.7411""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""819.214""","=""0.002""","=""819.21718""","=""0.00003""","=""0""","=""""",,"=""147503.1134""","=""159706.5337""","=""3s2.3p4.(3P).3d""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""820.34348""","=""""","=""""","=""1.6e+05""",E,"=""107496.4166""","=""119683.0821""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T1203""","=""""",
Ar,2,"=""821.7817""","=""0.0008""","=""821.78201""","=""0.00005""","=""1""","=""""",,"=""147228.0521""","=""159393.3850""","=""3s2.3p4.(3P).3d""","=""4P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""825.9521""","=""0.0008""","=""825.95126""","=""0.00004""","=""2""","=""""",,"=""183986.0137""","=""196089.9385""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""826.4522""","=""""","=""826.45215""","=""""","=""10000""","=""1.53e+07""",B+,"=""95399.8276""","=""107496.4166""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""829.6723""","=""0.0008""","=""829.672097""","=""0.000021""","=""1""","=""""",,"=""190106.3000""","=""202155.9425""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""832.7907""","=""0.0008""","=""832.79006""","=""0.00003""","=""2""","=""""",,"=""145668.8845""","=""157673.4134""","=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""833.295""","=""0.002""","=""833.29690""","=""0.00005""","=""0""","=""""",,"=""194822.1833""","=""206819.4106""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<0>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""833.8384""","=""0.0008""","=""833.83851""","=""0.00005""","=""1""","=""""",,"=""189040.9351""","=""201030.3698""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""1/2""",,"=""""","=""L14821""",
Ar,13,"=""834.0""","=""0.3""","=""834.0""","=""0.3""","=""""","=""""",,"=""9853.4""","=""21841.""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""3P""","=""2""",M1,"=""""","=""L16125""",
Ar,2,"=""834.2630""","=""0.0008""","=""834.26276""","=""0.00007""","=""1""","=""""",,"=""184093.1337""","=""196076.4715""","=""3s2.3p4.(1D).3d""","=""2S""","=""1/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""834.5183""","=""0.0008""","=""834.51719""","=""0.00004""","=""2""","=""""",,"=""143371.4364""","=""155351.1206""","=""3s2.3p4.(3P).3d""","=""4F""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""834.6420""","=""0.0008""","=""834.64067""","=""0.00004""","=""1""","=""""",,"=""172213.8798""","=""184191.7917""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4D""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""836.029""","=""0.002""","=""836.0267""","=""0.0003""","=""0""","=""""",,"=""194861.3529""","=""206819.407""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<0>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""836.3074""","=""0.0008""","=""836.306525""","=""0.000021""","=""2""","=""""",,"=""189654.8487""","=""201608.9017""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""837.549""","=""0.002""","=""837.54908""","=""0.00004""","=""0?*""","=""""",,"=""194883.0921""","=""206819.4106""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<0>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""837.549""","=""0.002""","=""837.5493""","=""0.0003""","=""0?*""","=""""",,"=""194883.0921""","=""206819.407""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<0>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""837.6079""","=""0.0008""","=""837.60779""","=""0.00003""","=""2""","=""""",,"=""143107.6801""","=""155043.1619""","=""3s2.3p4.(3P).3d""","=""4F""","=""5/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""838.473""","=""""","=""""","=""2.4e+05""",D,"=""107289.7001""","=""119212.87""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,1,"=""839.227""","=""""","=""""","=""""","=""20""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2131""",
Ar,2,"=""839.5724""","=""0.0003""","=""839.57239""","=""0.00003""","=""8""","=""""",,"=""189437.7396""","=""201345.2925""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,1,"=""840.8210""","=""""","=""840.82085""","=""""","=""15000""","=""2.23e+07""",B+,"=""95399.8276""","=""107289.7001""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,2,"=""841.188""","=""0.002""","=""841.18823""","=""0.00008""","=""1""","=""""",,"=""184191.7917""","=""196076.4715""","=""3s2.3p4.(3P).4d""","=""4D""","=""1/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""841.5730""","=""0.0005""","=""841.57245""","=""0.00004""","=""7""","=""""",,"=""172213.8798""","=""184093.1337""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).3d""","=""2S""","=""1/2""",,"=""""","=""L11520""",
Ar,1,"=""842.4648""","=""""","=""842.46473""","=""""","=""20000""","=""2.15e+07""",B+,"=""93750.5978""","=""105617.2700""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,1,"=""""","=""""","=""849.03066""","=""""","=""""","=""9.6e+04""",D,"=""107131.7086""","=""118906.6110""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""850.0997""","=""0.0008""","=""850.09913""","=""0.00009""","=""2""","=""""",,"=""203151.2627""","=""214911.3656""","=""3s2.3p4.(1D).5p""","=""2F*""","=""5/2""","=""3s2.3p4.(1D).5d""","=""2F""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""852.1442""","=""""","=""852.14411""","=""""","=""15000""","=""1.39e+07""",B,"=""95399.8276""","=""107131.7086""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""854.7023""","=""0.0008""","=""854.70220""","=""0.00003""","=""4""","=""""",,"=""189654.8487""","=""201351.6169""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""856.2550""","=""0.0008""","=""856.254861""","=""0.000022""","=""2""","=""""",,"=""190106.3000""","=""201781.8583""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""856.534""","=""0.004""","=""856.53604""","=""0.00004""","=""1h,s,bl?""","=""""",,"=""143371.4364""","=""155043.1619""","=""3s2.3p4.(3P).3d""","=""4F""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""858.5262""","=""0.0008""","=""858.525771""","=""0.000023""","=""3""","=""""",,"=""190511.2674""","=""202155.9425""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""859.2624""","=""0.0008""","=""859.26247""","=""0.00011""","=""3""","=""""",,"=""203197.5711""","=""214832.2625""","=""3s2.3p4.(1D).5p""","=""2F*""","=""7/2""","=""3s2.3p4.(1D).5d""","=""2F""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""860.4017""","=""0.0003""","=""860.401684""","=""0.000023""","=""7""","=""""",,"=""148620.1414""","=""160239.4280""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""",,"=""""","=""L11520""",
Ar,1,"=""860.5776""","=""""","=""860.57764""","=""""","=""7""","=""1.04e+06""",C,"=""107289.7001""","=""118906.6110""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,2,"=""860.7611""","=""0.0008""","=""860.76123""","=""0.00003""","=""2""","=""""",,"=""190106.3000""","=""201720.7331""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""862.04603""","=""""","=""""","=""9.2e+05""",C,"=""107054.2720""","=""118651.3950""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,2,"=""862.3805""","=""0.0003""","=""862.38012""","=""0.00006""","=""7""","=""""",,"=""189437.7396""","=""201030.3698""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""863.1102""","=""0.0008""","=""863.10963""","=""0.00003""","=""1""","=""""",,"=""189040.9351""","=""200623.7672""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""863.678""","=""0.002""","=""863.67887""","=""0.00006""","=""0h?*""","=""""",,"=""194822.1833""","=""206397.3813""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<1>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""863.678""","=""0.002""","=""863.67972""","=""0.00006""","=""0h?*""","=""""",,"=""194822.1833""","=""206397.3699""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<1>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""865.045""","=""0.002""","=""865.05068""","=""0.00005""","=""0w,h""","=""""",,"=""192556.9179""","=""204113.7598""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(1D).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""865.7390""","=""0.0008""","=""865.73848""","=""0.00003""","=""1""","=""""",,"=""194800.2662""","=""206347.9267""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""","=""3s2.3p4.(3P<1>).5g""","=""2[5]""","=""11/2""",,"=""""","=""L14821""",
Ar,1,"=""866.7944""","=""""","=""866.79430""","=""""","=""4500""","=""2.43e+06""",B,"=""94553.6652""","=""106087.2598""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""867.4767""","=""0.0008""","=""867.47634""","=""0.00005""","=""1""","=""""",,"=""190196.2066""","=""201720.7331""","=""3s2.3p4.(3P).5p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""868.099""","=""0.002""","=""868.0992""","=""0.0015""","=""0""","=""""",,"=""203151.2627""","=""214667.52""","=""3s2.3p4.(1D).5p""","=""2F*""","=""5/2""","=""3s2.3p4.(1D).5d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""869.3086""","=""0.0008""","=""869.30888""","=""0.00005""","=""2""","=""""",,"=""183797.4473""","=""195297.6798""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,18,"=""""","=""""","=""869.92""","=""0.08""","=""""","=""3.1968e+05""",AA,"=""(31732225.8)""","=""(31743717.91)""","=""3p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,2,"=""871.6947""","=""0.0008""","=""871.69558""","=""0.00003""","=""1""","=""""",,"=""188766.2129""","=""200234.9579""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(1D).4d""","=""2F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""871.9374""","=""0.0008""","=""871.93790""","=""0.00003""","=""3""","=""""",,"=""189415.0280""","=""200880.5857""","=""3s2.3p4.(3P).5p""","=""4D*""","=""7/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""875.4009""","=""0.0008""","=""875.40101""","=""0.00006""","=""2""","=""""",,"=""179592.2248""","=""191012.4246""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""876.16864""","=""""","=""""","=""9.5e+05""",D+,"=""107496.4166""","=""118906.6110""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""876.8215""","=""0.0008""","=""876.82126""","=""0.00015""","=""1""","=""""",,"=""192712.058""","=""204113.7598""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""877.18602""","=""0.00002""","=""877.186024""","=""0.000024""","=""158""","=""""",,"=""148842.4674""","=""160239.4280""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""878.0698""","=""0.0003""","=""878.06989""","=""0.00003""","=""8""","=""""",,"=""188766.2129""","=""200151.7014""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""3/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""878.4557""","=""""","=""""","=""2.4e+05""",D,"=""107131.7086""","=""118512.197""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
